baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	absLog
1810013L24Rik	2001.457214524	0.0999665294044158	0.0774304932236916	-1.29104859393856	0.196686827767922	0.999844636672322	0.0999665294044158
1810022K09Rik	846.312277859587	-0.0847898037943643	0.0844251762723926	1.00431894297496	0.315224905872151	0.999844636672322	0.0847898037943643
1810026J23Rik	2862.07060029237	-0.0198342149545032	0.0572347861169452	0.346541261008241	0.72893598107493	0.999844636672322	0.0198342149545032
1810030O07Rik	1247.72656634192	0.0634583498176888	0.0645244358420832	-0.983477793947651	0.325372339151226	0.999844636672322	0.0634583498176888
1810032O08Rik	145.666655448284	0.0208548792594912	0.0863098905965156	-0.241627919064157	0.80906848671024	0.999844636672322	0.0208548792594912
1810037I17Rik	1697.24109630843	-0.0586864854523594	0.0799995605475628	0.733585097851481	0.463201646035703	0.999844636672322	0.0586864854523594
1810041L15Rik	2341.11070280508	-0.0488283792909522	0.0590556866307766	0.826819262914227	0.408339510191581	0.999844636672322	0.0488283792909522
1810043G02Rik	1337.89767404378	-0.0426789497636997	0.0790636087194075	0.539805233469231	0.589331357505945	0.999844636672322	0.0426789497636997
1810043H04Rik	372.972077231271	-0.0720391389165329	0.0863768504399524	0.834009790234401	0.404275466969907	0.999844636672322	0.0720391389165329
1810055G02Rik	304.185602423817	0.204633619889468	0.0818511512941536	-2.50007014750548	0.0124168717340595	0.390896068689526	0.204633619889468
2010005H15Rik	328.212133838434	0.00272107512417992	0.087349832080152	-0.0311514637106923	0.975148747456437	0.999844636672322	0.00272107512417992
2010107E04Rik	1992.14997708229	-0.0831900427424958	0.0855438315115499	0.97248441264013	0.330809615700666	0.999844636672322	0.0831900427424958
2010107G23Rik	1134.00413144272	-0.0949608409269464	0.0793977969019816	1.1960135498996	0.231691271432326	0.999844636672322	0.0949608409269464
2010111I01Rik	321.425347064427	0.0148751022058017	0.0846857241475131	-0.175650646617734	0.860568410627362	0.999844636672322	0.0148751022058017
2010300C02Rik	750.066293345281	0.0665687289504201	0.0868394041080598	-0.766572843678019	0.443335526628765	0.999844636672322	0.0665687289504201
2010315B03Rik	939.522439935544	-0.104038640160323	0.0698048712851773	1.49042091540128	0.136113596461057	0.999844636672322	0.104038640160323
2210013O21Rik	1626.07818754996	-0.0385238039205405	0.0839873336449865	0.458685878556167	0.646459756237024	0.999844636672322	0.0385238039205405
2210016F16Rik	759.00312718842	-0.0131809001670655	0.076618390812422	0.172033111467129	0.863411497859719	0.999844636672322	0.0131809001670655
2210016L21Rik	3184.41136511916	-0.0282770574087754	0.0745553058596393	0.379276257842882	0.704482728406412	0.999844636672322	0.0282770574087754
2210408I21Rik	417.193568011285	0.0736883908602348	0.0787123252031431	-0.936173473087698	0.349183878743117	0.999844636672322	0.0736883908602348
2300009A05Rik	419.381933258186	-0.0209446880227887	0.0806156172576941	0.259809311585835	0.795010867942034	0.999844636672322	0.0209446880227887
2310009B15Rik	196.914378968208	-0.0323328193962422	0.0875224224577974	0.369423268783869	0.711812256718058	0.999844636672322	0.0323328193962422
2310011J03Rik	571.463380987719	-0.111011022459945	0.0804619923112013	1.37967031726718	0.167688176106668	0.999844636672322	0.111011022459945
2310022A10Rik	745.528980420108	0.0599150807000696	0.0701038713965409	-0.854661511646929	0.392738563706879	0.999844636672322	0.0599150807000696
2310022B05Rik	6604.12955706436	-0.126665760942773	0.0658581334104271	1.92331234402581	0.0544408352608533	0.95572846284891	0.126665760942773
2310030G06Rik	66.4996772136716	0.0232362668089547	0.0801876127713226	-0.289773769362849	0.771989316308366	0.999844636672322	0.0232362668089547
2310033P09Rik	592.822151948544	0.0373339944654126	0.084420066444129	-0.442240761444094	0.65831499269604	0.999844636672322	0.0373339944654126
2310035C23Rik	2874.87871374236	0.00515677086477455	0.0701443745509946	-0.0735165278439485	0.941395092345389	0.999844636672322	0.00515677086477455
2310036O22Rik	2269.56037687874	-0.0128293534037882	0.0734788728308737	0.174599213481642	0.861394566642661	0.999844636672322	0.0128293534037882
2310039H08Rik	139.675469106868	-0.00595254077079813	0.0874541977434161	0.0680646661268613	0.94573415744734	0.999844636672322	0.00595254077079813
2310057M21Rik	843.440686078153	-0.0601805416827161	0.0765122959789752	0.786547324357553	0.431546905453755	0.999844636672322	0.0601805416827161
2310061I04Rik	1793.45755114385	-0.0219912057858723	0.0694499660956518	0.316648186056481	0.751510568533268	0.999844636672322	0.0219912057858723
2410002F23Rik	2142.37913424989	0.0237087792899823	0.0676023179897966	-0.350709561372744	0.725806251700385	0.999844636672322	0.0237087792899823
2410004B18Rik	812.26687233425	0.013350204882055	0.0798177988922005	-0.167258494563166	0.867166660573178	0.999844636672322	0.013350204882055
2410004P03Rik	701.118340408823	0.075022981304518	0.0846805131533373	-0.885953314532569	0.375642684911009	0.999844636672322	0.075022981304518
2410015M20Rik	1563.97944938358	-0.0863903464245662	0.078390680012497	1.10204869266084	0.270440503240625	0.999844636672322	0.0863903464245662
2410016O06Rik	257.508313515464	0.145576599738565	0.0864339183482965	-1.68425315571076	0.092132754317277	0.999844636672322	0.145576599738565
2410089E03Rik	5115.09168478444	0.0162687651537876	0.069271100642642	-0.234856455330707	0.81432014792138	0.999844636672322	0.0162687651537876
2410131K14Rik	1731.84403521434	0.0179254644080176	0.0593756851027312	-0.301899074966515	0.762729000949241	0.999844636672322	0.0179254644080176
2510002D24Rik	475.027034899543	-0.123672635904458	0.0806148818789374	1.53411669188057	0.125000947587208	0.999844636672322	0.123672635904458
2510009E07Rik	2977.43464652165	-0.0345346062005424	0.0616269190928933	0.56038183814587	0.575219016965	0.999844636672322	0.0345346062005424
2510039O18Rik	848.565903095931	-0.0324933802173512	0.0755798980539352	0.429920932073279	0.667253158329222	0.999844636672322	0.0324933802173512
2610001J05Rik	1206.64485272148	-0.116289118579127	0.0731091382741556	1.5906235707915	0.111694316602522	0.999844636672322	0.116289118579127
2610002M06Rik	3539.35342325759	-0.0637402223110473	0.0551732838847458	1.15527331025279	0.247978521957901	0.999844636672322	0.0637402223110473
2610008E11Rik	1511.10996580583	-0.0874025414823861	0.0662700355097295	1.31888478420317	0.187207633755512	0.999844636672322	0.0874025414823861
2610020H08Rik	109.91797350726	-0.0136813775301442	0.0868397255827382	0.157547452370851	0.874813413220361	0.999844636672322	0.0136813775301442
2610021A01Rik	1102.66124660694	0.0203563635478667	0.0676617046015193	-0.300855020838621	0.763525050280049	0.999844636672322	0.0203563635478667
2610028H24Rik	27.0403877476647	0.0779480300707828	0.065455298334734	-1.19085898397654	0.233708948663721	0.999844636672322	0.0779480300707828
2610044O15Rik8	776.025612074817	-0.108653006967721	0.0774990996752937	1.40199057050928	0.160918062520368	0.999844636672322	0.108653006967721
2610301B20Rik	3025.30864716611	-0.0456917588827293	0.0675149880433725	0.676764674139857	0.498555274864569	0.999844636672322	0.0456917588827293
2610318N02Rik	41.8222894643876	-0.0299232830221248	0.0738340900857486	0.405277331749776	0.685273667063138	0.999844636672322	0.0299232830221248
2610507B11Rik	10763.7094397299	-0.00366198409441836	0.0506683620798019	0.0722735834375462	0.942384187068735	0.999844636672322	0.00366198409441836
2610524H06Rik	439.465440096978	-0.0964701416259938	0.0855897965649781	1.12712198763968	0.259690908147174	0.999844636672322	0.0964701416259938
2700049A03Rik	505.249749821961	0.00456135607370541	0.086582810263729	-0.052682005352005	0.957985276762103	0.999844636672322	0.00456135607370541
2700060E02Rik	1765.08825431446	-0.0237879013554445	0.0765655098639795	0.310686905862761	0.756038652584397	0.999844636672322	0.0237879013554445
2700062C07Rik	371.250473049987	-0.110764843571706	0.0804929763840808	1.3760808526098	0.168796602822549	0.999844636672322	0.110764843571706
2700081O15Rik	1279.41729271848	-0.0884970088070941	0.0654081380748318	1.35299691157463	0.176056617036646	0.999844636672322	0.0884970088070941
2700094K13Rik	620.254462808927	-0.0633324227315201	0.0838510599481901	0.755296626788641	0.450071022202602	0.999844636672322	0.0633324227315201
2700097O09Rik	754.089471546586	-0.073968132312257	0.0817421145582187	0.904896242432965	0.365520357884825	0.999844636672322	0.073968132312257
2810004N23Rik	984.785783954105	0.0188500873168109	0.0685701285979041	-0.274902318287136	0.783391286009519	0.999844636672322	0.0188500873168109
2810006K23Rik	467.337715178318	-0.0768512802462129	0.0796558516578409	0.964791395066932	0.334649306757821	0.999844636672322	0.0768512802462129
2810021J22Rik	509.247459697607	-0.109077039168476	0.0775038217023944	1.40737626574493	0.159315845225614	0.999844636672322	0.109077039168476
2810403A07Rik	2476.52727127475	0.100293944999335	0.0593640296331571	-1.68947333291063	0.0911287580655327	0.999844636672322	0.100293944999335
2810428I15Rik	891.751752006838	-0.0218423642683431	0.083259371973682	0.262341208569858	0.793058394363374	0.999844636672322	0.0218423642683431
2810459M11Rik	446.484624050667	-0.103142883713847	0.0870858263401351	1.18438198325176	0.236261888852968	0.999844636672322	0.103142883713847
2810474O19Rik	803.225824934556	0.0221835237369809	0.0739204787180159	-0.300099838660465	0.764101002265458	0.999844636672322	0.0221835237369809
2900011O08Rik	7077.02132530195	-0.0284097656759398	0.0629966870263624	0.450972376754528	0.65200945798646	0.999844636672322	0.0284097656759398
2900026A02Rik	1311.80667127146	0.197554525604512	0.075651209933693	-2.61138619960824	0.00901759946330135	0.30405789053289	0.197554525604512
2900055J20Rik	78.2246486864339	0.0173934031713739	0.0797145749095396	-0.218196022385015	0.827276384101536	0.999844636672322	0.0173934031713739
3010026O09Rik	421.899442077519	0.00255377608571151	0.0842983839786828	-0.030294484486883	0.975832195297416	0.999844636672322	0.00255377608571151
3110001I22Rik	87.8559770397898	0.0459534256325258	0.0866726862573238	-0.530195008564682	0.595976731427946	0.999844636672322	0.0459534256325258
3110002H16Rik	1003.98622151391	-0.0164848296237799	0.0700269856673868	0.235406814482624	0.813892997485018	0.999844636672322	0.0164848296237799
3110009E18Rik	60.5485466092829	0.0655499324667634	0.0808260778844413	-0.810999793414219	0.417365789387391	0.999844636672322	0.0655499324667634
3110035E14Rik	1012.89652981668	-0.0710086472353876	0.0853762948495737	0.831713854068031	0.405570478823729	0.999844636672322	0.0710086472353876
3110040N11Rik	233.263214698163	-0.075363986928897	0.0866108713383079	0.870144656950975	0.384221355769475	0.999844636672322	0.075363986928897
3110043O21Rik	1512.45996339149	0.0525130425772933	0.0718833241154573	-0.730531638922931	0.465065280814004	0.999844636672322	0.0525130425772933
3110062M04Rik	176.132859473721	0.0312978883752744	0.0871307921509681	-0.359205828417648	0.719441116762216	0.999844636672322	0.0312978883752744
3110070M22Rik	29.0176479977063	-0.0345935357338046	0.0676065715569866	0.511688951785482	0.608868719629623	0.999844636672322	0.0345935357338046
3110082I17Rik	277.371921841822	-0.12859265733225	0.0837935540292867	1.53463662953484	0.124873109860071	0.999844636672322	0.12859265733225
3110082J24Rik	62.0844108109088	-0.0527034229858947	0.0835985626527048	0.630434559082572	0.528410305943085	0.999844636672322	0.0527034229858947
3300002I08Rik	56.658796628876	0.0219001621075998	0.0822987903626051	-0.26610551638862	0.790157946665689	0.999844636672322	0.0219001621075998
3632451O06Rik	3111.01759082312	0.00564017825032307	0.0875026515926757	-0.0644572266972899	0.948606164401011	0.999844636672322	0.00564017825032307
3830406C13Rik	1018.2360644088	-0.0814400128615016	0.0750594086391962	1.08500738732137	0.277918383412036	0.999844636672322	0.0814400128615016
3830408C21Rik	50.6467782732426	0.007514054095808	0.0795004947064476	-0.0945158155751526	0.924699419672482	0.999844636672322	0.007514054095808
4430402I18Rik	238.111929948202	-0.00329460901414921	0.0875331366187463	0.0376384206189137	0.969975974388661	0.999844636672322	0.00329460901414921
4833420G17Rik	1425.70490053477	-0.0495777687589066	0.0653408072059365	0.758756600643926	0.447998171480627	0.999844636672322	0.0495777687589066
4833427G06Rik	75.9104007205337	0.0955021127723652	0.0844293826425153	-1.13114782772644	0.257992876680288	0.999844636672322	0.0955021127723652
4833439L19Rik	4889.7762838335	-0.00408073962542156	0.0541497802196153	0.0753602250807169	0.939928104969236	0.999844636672322	0.00408073962542156
4921507P07Rik	59.8755885678917	0.0477858564732067	0.0816535489275104	-0.58522693870452	0.558395133610387	0.999844636672322	0.0477858564732067
4921513D11Rik	34.8913075725928	-0.0652214082102958	0.0701354968274313	0.929934357929671	0.352405072438025	0.999844636672322	0.0652214082102958
4921524J17Rik	257.763704266719	-0.106183104060232	0.0851330256862169	1.24726101538551	0.212301806905513	0.999844636672322	0.106183104060232
4921536K21Rik	87.9578212208235	0.0333001816006309	0.086668937068434	-0.384222799159715	0.700813321534759	0.999844636672322	0.0333001816006309
4930402H24Rik	7829.58694771379	0.0207410623991542	0.0580892542964337	-0.357055063804246	0.721050583948739	0.999844636672322	0.0207410623991542
4930430F08Rik	861.128886842761	-0.200395063951202	0.0667667572145401	3.00141975305581	0.00268723856862804	0.114057394198797	0.200395063951202
4930432K21Rik	81.0392044143405	0.0136020502919275	0.0854525610025854	-0.159176625397055	0.873529719280776	0.999844636672322	0.0136020502919275
4930444P10Rik	69.7579593339417	-0.0833376046681163	0.0843563842597088	0.987922910630498	0.32319040403575	0.999844636672322	0.0833376046681163
4930447C04Rik	3510.45927354207	-0.047797941436903	0.0652275512708489	0.732787610536356	0.463687978974617	0.999844636672322	0.047797941436903
4930451G09Rik	152.677529134607	0.0169330077544344	0.0872036658085941	-0.194177705689588	0.846036738906503	0.999844636672322	0.0169330077544344
4930452B06Rik	152.594966038845	-0.0817340589029201	0.087397871767976	0.935195071110059	0.349687778180688	0.999844636672322	0.0817340589029201
4930453N24Rik	1148.66734130341	0.0292078518195886	0.067716812552011	-0.431323488493423	0.66623317383803	0.999844636672322	0.0292078518195886
4930503L19Rik	863.024261912725	-0.0487405954627734	0.0778063838054443	0.626434401380867	0.531030051197065	0.999844636672322	0.0487405954627734
4930518I15Rik	35.7243955528125	0.0166732881455007	0.07143131736359	-0.233417060763875	0.815437566450776	0.999844636672322	0.0166732881455007
4930522L14Rik	87.9294514942087	0.0253885405422045	0.0857740376040918	-0.29599330113607	0.76723519722586	0.999844636672322	0.0253885405422045
4930523C07Rik	147.264606548464	0.172104298633165	0.0873865030705945	-1.96946087308394	0.0489001914109824	0.905268199704365	0.172104298633165
4930524J08Rik	17.4341358335215	0.104353121189775	0.059621183143502	-1.75026921117295	0.080071871032685	0.999844636672322	0.104353121189775
4930539E08Rik	145.111550247365	-0.114099806523822	0.0858270568081423	1.32941534717753	0.183710977281962	0.999844636672322	0.114099806523822
4930550C14Rik	32.4123819294983	-0.0390793189209846	0.067941211388145	0.575193143050191	0.565160679688332	0.999844636672322	0.0390793189209846
4930579G24Rik	55.9911566604408	-0.0386836382228837	0.0804956184384593	0.480568246735793	0.630823387757034	0.999844636672322	0.0386836382228837
4930590J08Rik	121.67582266091	0.0189744077181346	0.0852243654386615	-0.222640645318633	0.823815199920671	0.999844636672322	0.0189744077181346
4931406C07Rik	993.091595337624	-0.0663169574502168	0.0658749141889973	1.00671034287728	0.314073990353214	0.999844636672322	0.0663169574502168
4931406P16Rik	2235.40293586192	0.168892413883246	0.0669803198617649	-2.52152295229119	0.0116848052233681	0.373155378347225	0.168892413883246
4931414P19Rik	136.215984526913	-0.0750362571017204	0.0867216429621065	0.865254099654315	0.386899337858733	0.999844636672322	0.0750362571017204
4931428F04Rik	979.716572039506	0.0487335421765745	0.0693561889642207	-0.702655998035231	0.482270155690054	0.999844636672322	0.0487335421765745
4932411E22Rik	859.43508410554	-0.00551949219986084	0.0869915022816443	0.0634486364195768	0.949409258978039	0.999844636672322	0.00551949219986084
4932438A13Rik	10165.4349669318	0.0250897063050311	0.0527991282885318	-0.475191676800481	0.634650359035214	0.999844636672322	0.0250897063050311
4932438H23Rik	218.81103243083	0.0673658094318099	0.0870806223203676	-0.773602756121479	0.439165741733462	0.999844636672322	0.0673658094318099
4932443I19Rik	249.412819854473	-0.0140492168600511	0.0875356249996145	0.160497133139941	0.872489479776817	0.999844636672322	0.0140492168600511
4933403O08Rik	491.081653433947	0.0719814060143357	0.0872061902306509	-0.825416244236248	0.409135315638718	0.999844636672322	0.0719814060143357
4933406P04Rik	31.864587513193	0.0438087675474303	0.0710399805941507	-0.616677639563396	0.537447372796918	0.999844636672322	0.0438087675474303
4933407L21Rik	291.115593621732	-0.126824154804822	0.0837868581355149	1.51365211235991	0.130114096537144	0.999844636672322	0.126824154804822
4933408B17Rik	53.8797377834793	0.14110227070879	0.0780825548616313	-1.80709085350544	0.0707481145365066	0.999844636672322	0.14110227070879
4933413G19Rik	60.5172942967188	0.0246411634992098	0.0811401147739789	-0.303686574363979	0.761366687340057	0.999844636672322	0.0246411634992098
4933427D14Rik	1579.09284260274	-0.0103705862711122	0.0605942063984469	0.171148149097271	0.86410727685031	0.999844636672322	0.0103705862711122
4933430I17Rik	36.0376419803771	0.0113651145829482	0.0737562000868172	-0.15409029436943	0.877538540855152	0.999844636672322	0.0113651145829482
4933434E20Rik	3612.05534567741	0.0219659557504362	0.06652662421503	-0.330182930663022	0.741261743634936	0.999844636672322	0.0219659557504362
5031439G07Rik	8205.24957952867	-0.055561460787495	0.0775348203971285	0.716600109510961	0.473620876897721	0.999844636672322	0.055561460787495
5330417C22Rik	1693.61149990409	0.0363422148926176	0.0839972946961829	-0.432659349614376	0.665262265862304	0.999844636672322	0.0363422148926176
5430403G16Rik	136.067508025823	-0.142643845887645	0.087529021558434	1.62967485923987	0.103170233581509	0.999844636672322	0.142643845887645
5730409E04Rik	1646.21898186178	-0.0709981648635669	0.0752796465330281	0.943125640639363	0.345616642067419	0.999844636672322	0.0709981648635669
5730455P16Rik	3662.82887829867	-0.0405100252864217	0.0589535372935856	0.687151732468296	0.491987117134372	0.999844636672322	0.0405100252864217
5730480H06Rik	413.764359638015	0.010493547780598	0.080452844493814	-0.130431035056876	0.896225413887038	0.999844636672322	0.010493547780598
5730508B09Rik	213.776030833213	-0.177204078208142	0.0874770603298339	2.02572054364871	0.0427934302437933	0.843487716303848	0.177204078208142
5830454E08Rik	45.2544312298739	-0.0457206554427252	0.0728571096498597	0.627538694060905	0.530306180449171	0.999844636672322	0.0457206554427252
